ObjektNr;Objektname;Baustelle;BaustPLZ;BaustOrt;BaustKanton;BaustBezirk;ReferenzNr;Kurzbeschreibung;Baustadium;BaustadiumDatum;BaustadiumAlt;BaustadiumDatumAlt;Baukosten;Baubeginn;Bauende;AnzWhg;Hauptkategorie;KatCode01;KatText01;KatCode02;KatText02;KatCode03;KatText03;KatCode04;KatText04;KatCode05;KatText05;KatCode06;KatText06;KatCode07;KatText07;KatCode08;KatText08;KatCode09;KatText09;KatCode10;KatText10
3181429;Neubau Verteilzentrum inkl. Gleisanschluss;Heberrietstrasse 2;9466;Sennwald;SG;Werdenberg;Parz. 471;Neubau Verteilzentrum inkl. Gleisanschluss;Baubewilligung erteilt;24.01.2024;Baugesuch eingereicht;14.10.2022;18.50 Mio CHF;Mär 24;Frühling 2025;;Verkehrsanlagen;640;Bürobauten mit erhöhten Anforderungen;1370;Post- und Logistikterminale;2210;Eisenbahnen;;;;;;;;;;;;;;
3183352;Aufstockung der Werkhalle;Werkhofstrasse 6;9402;Mörschwil;SG;Rorschach;Gst. 1593;Aufstockung der Werkhalle;Baubewilligung erteilt;28.11.2023;Baugesuch eingereicht;27.10.2022;0.50 Mio CHF;Sommer 2024;;;Industrie und Gewerbe;370;Industrielle Produktionsbauten;;;;;;;;;;;;;;;;;;
3184231;Umnutzung Scheune Meldegg;Meldegg 128;9030;Abtwil SG;SG;St. Gallen;Parz. 1948;Umnutzung Scheune Meldegg (Unternehmer sind bestimmt);Baubewilligung erteilt;28.11.2023;Baugesuch eingereicht;31.10.2022;0.40 Mio CHF;Anfangs Januar 2024;Jun 24;;Land- und Forstwirtschaft;410;Schuppen und Hütten;;;;;;;;;;;;;;;;;;
3185800;Erweiterung Werkstatt und Lager;Badriebstrasse 14;7310;Bad Ragaz;SG;Sarganserland;Parz. 643/20036;Erweiterung Werkstatt und Lager;Baubewilligung erteilt;07.12.2022;Baugesuch eingereicht;11.11.2022;3.85 Mio CHF;;;;Industrie und Gewerbe;370;Industrielle Produktionsbauten;370;Industrielle Produktionsbauten;;;;;;;;;;;;;;;;
3188782;Neubau Geschäftshaus Tower, Tiefgarage;Heldaustrasse 68;9470;Buchs SG;SG;Werdenberg;Parz. 2331;Neubau Geschäftshaus Tower, Tiefgarage (nur regionale Arbeitsvergabe);Baubewilligung erteilt;15.11.2023;Baugesuch eingereicht;25.11.2022;21.00 Mio CHF;Nov 23;Nov 25;;Industrie und Gewerbe;380;Betriebs- und Gewerbebauten;1310;Parkhäuser und Einstellhallen;1312;Tiefgaragen und Unterniveaugaragen;3240;Fernwärme-Verteilleitungen;;;;;;;;;;;;
3190099;Abbruch Einfamilienhaus;Allmeindstrasse 43;8645;Jona;SG;See-Gaster;Gst. 30;Abbruch Einfamilienhaus;Baubewilligung erteilt;22.11.2023;Baugesuch eingereicht;02.12.2022;0.03-0.04 Mio CHF;;;;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3190986;Abbruch Tankstelle mit Tankstellenshop;Rorschacher Strasse 217, 219;9000;St. Gallen;SG;St. Gallen;Parz.;Abbruch Tankstelle mit Tankstellenshop;Baubewilligung erteilt;01.10.2024;Baugesuch eingereicht;07.12.2022;0.06 Mio CHF;;;;Technische Anlagen;540;Tankanlagen, Tankstellen;610;Ladenbauten;;;;;;;;;;;;;;;;
3190990;Neubau Grossküche Haus 25 mit Büroraum;Rorschacher Strasse 95;9000;St. Gallen;SG;St. Gallen;Parz.;Neubau Grossküche Haus 25 mit Büroraum;Baubewilligung erteilt;11.10.2023;Baugesuch eingereicht;07.12.2022;50.00 Mio CHF;Herbst 2023;Ende Jahr 2025;;Fürsorge und Gesundheit;640;Bürobauten mit erhöhten Anforderungen;820;Krankenhäuser;;;;;;;;;;;;;;;;
3191612;Abbruch Einfamilienhaus;Von-Thurstrasse 19;9500;Wil SG;SG;Wil;Parz. 2976W;Abbruch Einfamilienhaus;Baubewilligung erteilt;22.02.2024;Baugesuch eingereicht;09.12.2022;0.03-0.04 Mio CHF;Apr 24;;;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3192384;Umnutzung Remise zu Werkstatt;Dicken 1089.2;9642;Ebnat-Kappel;SG;Toggenburg;Parz. 794;Umnutzung Remise zu Werkstatt;Baubewilligung erteilt;16.05.2024;Baugesuch eingereicht;15.12.2022;0.10 Mio CHF;;;;Industrie und Gewerbe;380;Betriebs- und Gewerbebauten;;;;;;;;;;;;;;;;;;
3194158;Umgestaltung Dorfplatz und Freiraumgestaltung;Dorfzentrum;8717;Benken SG;SG;See-Gaster;Gst. 135, 138;Umgestaltung Dorfplatz und Freiraumgestaltung;Baubewilligung erteilt;18.03.2023;Baugesuch eingereicht;28.12.2022;2.00 Mio CHF;Nov 23;Jul 25;;Freizeit, Sport, Erholung;1270;Aussenanlagen, Kinderspielplätze und Parkanlagen;;;;;;;;;;;;;;;;;;
3194230;Neubau Betriebsgebäude mit Tiefgarage und Parkplätzen;Eichenstrasse 15;9450;Lüchingen;SG;Rheintal;Gst. 6607;Neubau Betriebsgebäude mit Tiefgarage und Parkplätzen;Baubewilligung erteilt;15.06.2023;Baugesuch eingereicht;30.12.2022;nicht publizieren;Sommer 2023;Frühling 2025;;Handel und Verwaltung;610;Ladenbauten;640;Bürobauten mit erhöhten Anforderungen;1310;Parkhäuser und Einstellhallen;1311;Parkplätze;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;
3194386;Umgebungsgestaltung, Retention und Kanalisation;Zuzwilerstrasse;9247;Henau;SG;Wil;Gst. 4371;Umgebungsgestaltung, Retention und Kanalisation;Baubewilligung erteilt;07.12.2023;Baugesuch eingereicht;03.01.2023;0.50 Mio CHF;;;;Infrastrukturbauten;1270;Aussenanlagen, Kinderspielplätze und Parkanlagen;3110;Kanalisationen innerorts;3230;Gas- und Wasserverteilleitungen;;;;;;;;;;;;;;
3194389;Umbau Schulhaus Hörli;Gremmstrasse 9b;9053;Teufen AR;AR;Mittelland;Gst. 219;Umbau und Sanierung Schulhaus (Altes Hörli);Baubewilligung erteilt;12.04.2023;Baugesuch eingereicht;03.01.2023;2.40 Mio CHF;Okt 23;;;Unterricht, Bildung und Forschung;220;Primar- und Sekundarschulen;220;Primar- und Sekundarschulen;;;;;;;;;;;;;;;;
3194573;Neubau Büro- und Gewerbehaus mit Tiefgarage;Schützenstrasse;9100;Herisau;AR;Hinterland;Gst. 4712;Neubau Büro- und Gewerbehaus mit Tiefgarage;Baubewilligung erteilt;18.10.2023;Baugesuch eingereicht;05.01.2023;19.00 Mio CHF;Nov 23;Aug 25;;Handel und Verwaltung;380;Betriebs- und Gewerbebauten;640;Bürobauten mit erhöhten Anforderungen;1310;Parkhäuser und Einstellhallen;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;
3194722;Neubau VAT Innovation Center mit Tiefgarage;Rütistrasse 4;9469;Haag (Rheintal);SG;Werdenberg;Parz. 278;Neubau VAT Innovation Center mit Tiefgarage;Baubewilligung erteilt;27.10.2023;Baugesuch eingereicht;03.01.2023;40.00 Mio CHF;Jul 23;Feb 25;;Industrie und Gewerbe;370;Industrielle Produktionsbauten;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;
3194915;Neubau Markthalle mit Tiefgarage;Magdenauerstrasse;9230;Flawil;SG;Wil;Gst. 990;Neubau Markthalle mit Tiefgarage, Neugestaltung Marktplatz mit Kulturhaus;Baubewilligung erteilt;12.04.2024;Baugesuch eingereicht;06.01.2023;6.77 Mio CHF;Frühling 2025;;;Handel und Verwaltung;610;Ladenbauten;1270;Aussenanlagen, Kinderspielplätze und Parkanlagen;1312;Tiefgaragen und Unterniveaugaragen;1630;Wohlfahrtshäuser, Klubhäuser und Kulturzentren;2110;Strassen;;;;;;;;;;
3194916;Abbruch altes Feuerwehrdepot;Magdenauerstrasse;9230;Flawil;SG;Wil;Gst. 990;Abbruch altes Feuerwehrdepot;Baubewilligung erteilt;12.04.2024;Baugesuch eingereicht;06.01.2023;0.05 Mio CHF;;;;Militär- und Schutzanlagen;1470;Feuerwehrgebäude;;;;;;;;;;;;;;;;;;
3195979;Abbruch Bauernhaus und Jauchekasten;Hof;8896;Flumserberg Bergheim;SG;Sarganserland;Gst. 1276;Abbruch Bauernhaus und Jauchekasten;Baubewilligung erteilt;02.02.2024;Baugesuch eingereicht;12.01.2023;0.06 Mio CHF;;;;Wohnen (bis 2 Wohneinheiten);115;Bauernhäuser;480;Jauchegrube;;;;;;;;;;;;;;;;
3196630;Abbruch Einfamilienhaus und Gartenhaus;Sonnenbüel 3;9240;Uzwil;SG;Wil;Gst. 57;Abbruch Einfamilienhaus und Gartenhaus;Baubewilligung erteilt;13.11.2023;Baugesuch eingereicht;13.01.2023;0.04 Mio CHF;Abbruch bereits gemacht;;;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;411;Gartenhäuser / Pavillons;;;;;;;;;;;;;;;;
3197395;Neubau Betriebsgebäude mit Tiefgarage;Sommeraustrasse 4;9200;Gossau SG;SG;St. Gallen;GS 4854;Neubau Betriebsgebäude mit Tiefgarage;Baubewilligung erteilt;23.08.2023;Baugesuch eingereicht;19.01.2023;28.00 Mio CHF;Sep 23;Jun 25;;Industrie und Gewerbe;370;Industrielle Produktionsbauten;380;Betriebs- und Gewerbebauten;640;Bürobauten mit erhöhten Anforderungen;1150;Raststätten, Cafeterias, Tea-Rooms und Bars;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;
3198385;Abbruch Laden-/Lagergebäude;Unterdorf 11;9105;Schönengrund;AR;Hinterland;Gst. 363, 37;Abbruch Laden-/Lagergebäude;Baubewilligung erteilt;24.06.2024;Baugesuch eingereicht;13.01.2023;0.05 Mio CHF;;;;Handel und Verwaltung;310;Lagerhallen;610;Ladenbauten;;;;;;;;;;;;;;;;
3198780;Abbruch Einfamilienhaus mit Scheune;Rachlis;9607;Mosnang;SG;Toggenburg;Gst. 1110;Abbruch Einfamilienhaus mit Scheune;Baubewilligung erteilt;26.02.2024;Baugesuch eingereicht;26.01.2023;0.03 Mio CHF;;;;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;410;Schuppen und Hütten;;;;;;;;;;;;;;;;
3198856;Neubau eines Geschäftshauses mit Ausstellung, Hotelbetrieb und Tiefgarage, Parkplätzen;Zürcherstrasse 16, Bildfeld;9500;Wil SG;SG;Wil;Parz. 1155, 223;Neubau eines Geschäftshauses mit Ausstellung, Hotelbetrieb und Tiefgarage, Parkplätzen (Projektänderung);Baubewilligung erteilt;19.07.2024;Baugesuch eingereicht;27.01.2023;20.00-30.00 Mio CHF;Sep 23;Dez 25;;Handel und Verwaltung;590;Autogewerbe;1120;Hotel- und Motelbauten;1311;Parkplätze;1312;Tiefgaragen und Unterniveaugaragen;1610;Ausstellungsbauten;;;;;;;;;;
3198860;Neubau der Parkierungsanlagen;Kapellstrasse 3;9500;Wil SG;SG;Wil;Parz. 252, 221;Neubau der Parkierungsanlagen Dreibrunnen (Unternehmer bestimmt);Baubewilligung erteilt;15.11.2023;Baugesuch eingereicht;27.01.2023;0.12-0.13 Mio CHF;;;;Verkehrsanlagen;1311;Parkplätze;;;;;;;;;;;;;;;;;;
3199047;Abbruch Einfamilienhaus;Widen 12;9475;Sevelen;SG;Werdenberg;Parz. 2657;Abbruch Einfamilienhaus;Baubewilligung erteilt;29.08.2024;Baugesuch eingereicht;27.01.2023;0.03 Mio CHF;;;;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3200576;Neubau Industrie- und Bürogebäude und Tiefgarage;Hirzenstrasse 11;9244;Niederuzwil;SG;Wil;Gst. 3847;Neubau Industrie- und Bürogebäude und Tiefgarage;Baubewilligung erteilt;17.05.2024;Baugesuch eingereicht;03.02.2023;10.00 Mio CHF;;;;Industrie und Gewerbe;370;Industrielle Produktionsbauten;640;Bürobauten mit erhöhten Anforderungen;1130;Kantinen;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;
3200614;Umbau/Umnutzung Feuerwehrdepot zu Werkhof;Schulhausstrasse 12;8722;Kaltbrunn;SG;See-Gaster;Gst. 177, 844, 857;Umbau/Umnutzung Feuerwehrdepot zu Werkhof;Baubewilligung erteilt;24.10.2023;Baugesuch eingereicht;03.02.2023;1.00 Mio CHF;Mär 24;Aug 24;;Verkehrsanlagen;1330;Werkhöfe;1330;Werkhöfe;;;;;;;;;;;;;;;;
3200919;Abbruch Einfamilienhaus;Lehhaldenstrasse 14;9030;Abtwil SG;SG;St. Gallen;Parz. 998;Abbruch Einfamilienhaus (neue Eingabe);Baubewilligung erteilt;29.08.2024;Baugesuch eingereicht;20.06.2024;0.03 Mio CHF;;;;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3200924;Neubau Erweiterung Ost;Kanalstrasse 41;9464;Rüthi (Rheintal);SG;Rheintal;Parz. 433;Neubau Erweiterung Ost;Baubewilligung erteilt;15.11.2023;Baugesuch eingereicht;06.02.2023;2.50 Mio CHF;;;;Industrie und Gewerbe;380;Betriebs- und Gewerbebauten;;;;;;;;;;;;;;;;;;
3201199;Abbruch Produktionshallen D, C, G;Heiligkreuzstrasse 28;9008;St. Gallen;SG;St. Gallen;Parz.;Abbruch Produktionshallen D, C, G;Baubewilligung erteilt;15.08.2024;Baugesuch eingereicht;08.02.2023;0.20 Mio CHF;;;;Industrie und Gewerbe;380;Betriebs- und Gewerbebauten;;;;;;;;;;;;;;;;;;
3201201;Neubau Büro- und Gewerbehaus mit Parking;Heiligkreuzstrasse 28;9008;St. Gallen;SG;St. Gallen;Parz.;Neubau Büro- und Gewerbehaus mit Parking;Baubewilligung erteilt;15.08.2024;Baugesuch eingereicht;08.02.2023;30.00-40.00 Mio CHF;;;;Handel und Verwaltung;380;Betriebs- und Gewerbebauten;640;Bürobauten mit erhöhten Anforderungen;1310;Parkhäuser und Einstellhallen;1311;Parkplätze;;;;;;;;;;;;
3202359;Anbau Laufstall und Jauchegrube;Schwägholz 2017;9122;Mogelsberg;SG;Toggenburg;Parz. 116;Anbau Laufstall und Jauchegrube;Baubewilligung erteilt;19.02.2024;Baugesuch eingereicht;13.02.2023;0.60 Mio CHF;Sommer 2024;;;Land- und Forstwirtschaft;430;Stallungen und landwirtschaftliche Produktionsanlagen;480;Jauchegrube;;;;;;;;;;;;;;;;
3202361;Neubau/Erweiterung Tiefgarage;Sandackerstrasse;9245;Oberbüren;SG;Wil;Parz. 406, 1673, 2301;Neubau/Erweiterung Tiefgarage (Unternehmer bestimmt/wünschen keine Offertanfragen);Baubewilligung erteilt;21.09.2023;Baugesuch eingereicht;13.02.2023;1.40 Mio CHF;November / Dezember 2023;Nov 24;;Verkehrsanlagen;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;;;;;
3203862;Abbruch Einfamilienhaus mit Nebenbauten/Schopf;Blumenaustrasse 9, 9a, 9b, 9c, 9d / Waldhofweg;9230;Flawil;SG;Wil;Parz. 3546, 836, 839;Abbruch Einfamilienhaus mit Nebenbauten/Schopf;Baubewilligung erteilt;15.02.2024;Baugesuch eingereicht;20.02.2023;0.03 Mio CHF;;;;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;410;Schuppen und Hütten;;;;;;;;;;;;;;;;
3203877;Neubau Energieleitungstunnel;Spitalstrasse 44;9472;Grabs;SG;Werdenberg;Parz. 2682, 2683, 2690, 2850;Neubau Energieleitungstunnel (ELT/Projektänderung);Baubewilligung erteilt;04.10.2024;Baugesuch eingereicht;20.02.2023;0.20-0.25 Mio CHF;;;;Infrastrukturbauten;3110;Kanalisationen innerorts;3210;Hochspannungsleitungen;3230;Gas- und Wasserverteilleitungen;3240;Fernwärme-Verteilleitungen;;;;;;;;;;;;
3203903;Umnutzung Industriehalle in Produktionshalle;Ampèrestrasse 3;9323;Steinach;SG;Rorschach;Parz. 728;Umnutzung Industriehalle in Produktionshalle;Baubewilligung erteilt;14.11.2023;Baugesuch eingereicht;20.02.2023;1.50 Mio CHF;;;;Industrie und Gewerbe;370;Industrielle Produktionsbauten;;;;;;;;;;;;;;;;;;
3203906;Neubau Milchvieh-Laufstall und Jauchegrube;Rötelbach 732;9205;Waldkirch;SG;St. Gallen;Parz. 1718;Neubau Milchvieh-Laufstall und Jauchegrube (L-Zone);Baubewilligung erteilt;19.01.2024;Baugesuch eingereicht;20.02.2023;0.60-0.80 Mio CHF;;;;Land- und Forstwirtschaft;430;Stallungen und landwirtschaftliche Produktionsanlagen;480;Jauchegrube;;;;;;;;;;;;;;;;
3204035;Teilabbruch Mehrfamilienhaus;Dorfstrasse 46;8717;Benken SG;SG;See-Gaster;Parz. 658;Teilabbruch Mehrfamilienhaus;Baubewilligung erteilt;07.08.2024;Baugesuch eingereicht;20.02.2023;0.05-0.06 Mio CHF;;;;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;;;;;;;;;;;;;;;;;;
3204145;Abbruch Einfamilienhaus;Oberau 17;9476;Weite;SG;Werdenberg;Parz. 963;Abbruch Einfamilienhaus (L-Zone/Unternehmer bestimmt);Baubewilligung erteilt;24.11.2023;Baugesuch eingereicht;21.02.2023;0.03 Mio CHF;;;;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3206445;Brandschutztechnische Sanierung;Friedhofstrasse 196;9053;Teufen AR;AR;Mittelland;Gst. 171;Brandschutztechnische Sanierung ehemaliges Alters- und Pflegeheim in öffentliche Bauten und Anlagen (Nutzung noch unbekannt);Baubewilligung erteilt;01.11.2023;Baugesuch eingereicht;03.03.2023;1.30 Mio CHF;;;;Freizeit, Sport, Erholung;1210;Sportanlagen, Turn- und Mehrzweckanlagen;1210;Sportanlagen, Turn- und Mehrzweckanlagen;;;;;;;;;;;;;;;;
3206635;Neubau Logistikzentrum;Heberrietstrasse 6;9466;Sennwald;SG;Werdenberg;Parz. 469, 340;Neubau Logistikzentrum;Baubewilligung erteilt;22.08.2023;Baugesuch eingereicht;03.03.2023;28.00 Mio CHF;Sep 23;Sep 26;;Handel und Verwaltung;380;Betriebs- und Gewerbebauten;640;Bürobauten mit erhöhten Anforderungen;;;;;;;;;;;;;;;;
3206646;Neubau Betriebsgebäude Körber mit Tiefgarage und Parkplätzen;Werdenstrasse 78;9472;Grabs;SG;Werdenberg;Parz. 469, 470, 1023;Neubau Betriebsgebäude Körber mit Tiefgarage und Parkplätzen;Baubewilligung erteilt;04.11.2024;Baugesuch eingereicht;03.03.2023;35.00 Mio CHF;Sep 24;;;Industrie und Gewerbe;380;Betriebs- und Gewerbebauten;1311;Parkplätze;1312;Tiefgaragen und Unterniveaugaragen;;;;;;;;;;;;;;
3206654;Neubau Schweinemaststall, Waschplatz und Jauchegrube;Chalberstadel 764;9113;Degersheim;SG;Wil;Parz.;Neubau Schweinemaststall, Waschplatz und Jauchegrube (Unternehmer bestimmt);Baubewilligung erteilt;12.04.2024;Baugesuch eingereicht;03.03.2023;0.80 Mio CHF;;;;Land- und Forstwirtschaft;430;Stallungen und landwirtschaftliche Produktionsanlagen;480;Jauchegrube;;;;;;;;;;;;;;;;
3206684;Abbruch Werkstatt sowie 2 Wohnhäuser;Hinterdorfstrasse 2, 4;9524;Zuzwil SG;SG;Wil;Parz. 133,134;Abbruch Werkstatt sowie 2 Wohnhäuser;Baubewilligung erteilt;09.01.2024;Baugesuch eingereicht;03.03.2023;0.07-0.08 Mio CHF;Sommer 2024;;;Industrie und Gewerbe;120;Mehrfamilienhäuser;380;Betriebs- und Gewerbebauten;;;;;;;;;;;;;;;;
3206916;Abbruch Einfamilienhaus;Büntenstrasse;7323;Wangs;SG;Sarganserland;Parz. 103;Abbruch Einfamilienhaus;Baubewilligung erteilt;05.12.2023;Baugesuch eingereicht;06.03.2023;0.03 Mio CHF;;;;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3207187;Rückbau von zwei Einstellhallen;Rheinstrasse;7320;Sargans;SG;Sarganserland;Parz. 899;Rückbau von zwei Einstellhallen;Baubewilligung erteilt;24.11.2023;Baugesuch eingereicht;08.03.2023;0.06 Mio CHF;;;;Verkehrsanlagen;1310;Parkhäuser und Einstellhallen;;;;;;;;;;;;;;;;;;
3207325;Abbruch Wohnhaus;Malervastrasse 6;7320;Sargans;SG;Sarganserland;Parz. 1085;Abbruch Wohnhaus;Baubewilligung erteilt;29.04.2024;Baugesuch eingereicht;09.03.2023;0.03 Mio CHF;;;;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3208401;Erweiterung Kanalisation Bestand;Tüfi 450;9105;Schönengrund;SG;Toggenburg;Parz. 295, 725;Erweiterung Kanalisation Bestand;Baubewilligung erteilt;22.07.2024;Baugesuch eingereicht;13.03.2023;0.05-0.06 Mio CHF;;;;Infrastrukturbauten;3110;Kanalisationen innerorts;;;;;;;;;;;;;;;;;;
3208405;Umnutzung Restaurant in Hotelzimmer, Neubau Autounterstand;;8718;Schänis;SG;See-Gaster;Parz. 240;Umnutzung Restaurant in Hotelzimmer, Neubau Autounterstände (L-Zone);Baubewilligung erteilt;28.02.2024;Baugesuch eingereicht;13.03.2023;0.50 Mio CHF;;;;Gastgewerbe und Fremdenverkehr;1120;Hotel- und Motelbauten;1314;Carports und Abstellplätze;;;;;;;;;;;;;;;;
3208407;Abbruch Einfamilienhaus;Oberholz 2;9465;Salez;SG;Werdenberg;Parz. 2911;Abbruch Einfamilienhaus;Baubewilligung erteilt;01.12.2023;Baugesuch eingereicht;13.03.2023;0.04 Mio CHF;;;;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3208409;Erweiterung Tankstelle mit Wasserstoff;Rüti 1;9469;Haag (Rheintal);SG;Werdenberg;Parz. 539;Erweiterung Tankstelle mit Wasserstoff, Anbau Aussenlager und Umplatzierungen;Baubewilligung erteilt;18.08.2023;Baugesuch eingereicht;13.03.2023;2.00 Mio CHF;;;;Technische Anlagen;380;Betriebs- und Gewerbebauten;540;Tankanlagen, Tankstellen;;;;;;;;;;;;;;;;
3208410;Sanierung Kultursaal Strafanstalt Saxerriet;Saxerrietstrasse 1;9465;Salez;SG;Werdenberg;Parz. 2915;Sanierung Kultursaal Strafanstalt Saxerriet;Baubewilligung erteilt;06.07.2023;Baugesuch eingereicht;13.03.2023;1.40 Mio CHF;Apr 24;Ende Jahr 2024;;Kultur und Geselligkeit;1660;Kino-, Diskothek- und Saalbauten;1660;Kino-, Diskothek- und Saalbauten;;;;;;;;;;;;;;;;
3208417;Neubau Bürotrakt;Zürcherstrasse 73;8730;Uznach;SG;See-Gaster;Parz. 921;Neubau Bürotrakt (Projektänderung);Baubewilligung erteilt;25.05.2023;Baugesuch eingereicht;13.03.2023;2.00-3.00 Mio CHF;Juni/Juli 2023;Juni/Juli 2024;;Handel und Verwaltung;640;Bürobauten mit erhöhten Anforderungen;;;;;;;;;;;;;;;;;;
3208561;Revitalisierung Pizolcenter;Riet;8887;Mels;SG;Sarganserland;Parz. 2194, 2193;Revitalisierung Pizolcenter;Baubewilligung erteilt;07.06.2023;Baugesuch eingereicht;14.03.2023;10.00 Mio CHF;Jun 23;Ende Oktober 2024;;Handel und Verwaltung;620;Warenhäuser und Einkaufszentren;;;;;;;;;;;;;;;;;;
3208567;Abbruch Werkhalle;Tannerbrüelstrasse;7323;Wangs;SG;Sarganserland;Parz. 4224, 5183;Abbruch Werkhalle;Baubewilligung erteilt;03.10.2024;Baugesuch eingereicht;14.03.2023;0.06 Mio CHF;Mär 25;;;Verkehrsanlagen;1330;Werkhöfe;;;;;;;;;;;;;;;;;;
3208568;Neubau Werkhof und Betriebsgebäude;Tannerbrüelstrasse;7323;Wangs;SG;Sarganserland;Parz. 3224, 5183;Neubau Werkhof und Betriebsgebäude mit Tiefgarage, Tankstelle;Baubewilligung erteilt;03.10.2024;Baugesuch eingereicht;14.03.2023;1.50-2.00 Mio CHF;ca. März 2025;;;Verkehrsanlagen;540;Tankanlagen, Tankstellen;1312;Tiefgaragen und Unterniveaugaragen;1330;Werkhöfe;;;;;;;;;;;;;;
3208878;Sanierung Burg Grimmenstein;Rätschentobelstrasse;9430;St. Margrethen SG;SG;Rheintal;Parz. 1699;Sanierung Burg Grimmenstein (L-Zone/Unternehmer bestimmt/2.Etappe);Baubewilligung erteilt;04.04.2024;Baugesuch eingereicht;28.11.2023;0.30 Mio CHF;;;;Kultus;1570;Burgen & Schlösser;1570;Burgen & Schlösser;;;;;;;;;;;;;;;;
3210104;Abbruch Einfamilienhaus;Bühlstrasse 6;9470;Buchs SG;SG;Werdenberg;Parz. 860;Abbruch Einfamilienhaus (Regionale Arbeitsvergabe);Baubewilligung erteilt;08.11.2023;Baugesuch eingereicht;21.03.2023;0.03-0.04 Mio CHF;Frühling 2024;;;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3210115;Abbruch Einfamilienhaus;Zürcherstrasse 55, 57;8730;Uznach;SG;See-Gaster;Parz. 1234;Abbruch Einfamilienhaus;Baubewilligung erteilt;20.06.2024;Baugesuch eingereicht;21.03.2023;0.03-0.04 Mio CHF;;;;Wohnen (bis 2 Wohneinheiten);111;Einfamilienhäuser;;;;;;;;;;;;;;;;;;
3211736;Abbruch Mehrfamilienhaus;Kronengasse 3;8722;Kaltbrunn;SG;See-Gaster;Gst. 50;Abbruch Mehrfamilienhaus;Baubewilligung erteilt;04.12.2023;Baugesuch eingereicht;29.03.2023;0.06 Mio CHF;Mär 24;;;Wohnen (ab 3 Wohneinheiten);120;Mehrfamilienhäuser;;;;;;;;;;;;;;;;;;
3212390;Erweiterung Tiefgarage und Neubau Carport;Dorfstrasse 23;9472;Grabs;SG;Werdenberg;Parz. 1766;Erweiterung Tiefgarage und Neubau Carport (Arbeiten werden lokal vergeben);Baubewilligung erteilt;06.06.2023;Baugesuch eingereicht;31.03.2023;0.59 Mio CHF;Aug 23;Ende Dezember 2023;;Verkehrsanlagen;1312;Tiefgaragen und Unterniveaugaragen;1314;Carports und Abstellplätze;;;;;;;;;;;;;;;;
3212777;Einbau von zwei Operationssäle bei Klinik;Bahnhofstrasse 123a;9244;Niederuzwil;SG;Wil;Gst. 599;Einbau von zwei Operationssäle bei Klinik;Baubewilligung erteilt;18.12.2023;Baugesuch eingereicht;31.03.2023;1.00 Mio CHF;;;;Fürsorge und Gesundheit;820;Krankenhäuser;;;;;;;;;;;;;;;;;;
3212778;Versetzen und Sanierung Kiesgosse;Nöllenstrasse 19;9443;Widnau;SG;Rheintal;;Versetzen und Sanierung Kiesgosse, Einhausung Kiessilos/Grundwasserabsenkung;Baubewilligung erteilt;23.02.2024;Baugesuch eingereicht;31.03.2023;2.70 Mio CHF;Feb 24;Herbst 2024;;Industrie und Gewerbe;340;Silobauten und Behälter;;;;;;;;;;;;;;;;;;
3213111;Neubau Fernheizzentrale und Fernwärmenetz;Lerchenstrasse;7323;Wangs;SG;Sarganserland;Parz. 5084;Neubau Fernheizzentrale und Fernwärmenetz in den Gemeinden Vilters-Wangs, Sargans und Mels (Unternehmer bestimmt/wünschen keine Offertanfragen);Baubewilligung erteilt;12.09.2023;Baugesuch eingereicht;04.04.2023;15.00 Mio CHF;Ende August 2023;Ende September 2024;;Technische Anlagen;510;Heizzentralen, Fernwärmeanlagen und Kraftwerkbauten;3240;Fernwärme-Verteilleitungen;;;;;;;;;;;;;;;;
